phy1,phy2,sparCC,p
Caldiserica,Cyanobacteria,0.08664038228150714,0
Caldithrix,Cyanobacteria,0.033086158322215356,0.94
Chlamydiae,Cyanobacteria,0.07925988127527536,0
Chlorobi,Cyanobacteria,0.09855986877306967,0.020000000000000018
Chloroflexi,Cyanobacteria,-0.22010494917943357,0
Crenarchaeota,Deferribacteres,-0.17219598738623648,0
Euryarchaeota,Deferribacteres,-0.1626671357412448,0
Parvarchaeota,Deferribacteres,-0.017787846166324443,0.56
AC1,Deferribacteres,0.12611562170850987,0
AD3,Deferribacteres,0.09255549818506362,0
Acidobacteria,Deferribacteres,-0.16968686738352368,0
Actinobacteria,Deferribacteres,-0.12131291446065046,0
AncK6,Deferribacteres,-0.10837630377088837,0
Aquificae,Deferribacteres,0.10804870096763922,0
Armatimonadetes,Deferribacteres,0.06615933901764065,0
BHI80-139,Deferribacteres,0.05783128143978248,0
BRC1,Deferribacteres,0.05749533211229854,0.020000000000000018
Bacteroidetes,Deferribacteres,0.035805749116342454,0.3400000000000001
CD12,Deferribacteres,0.06622155516704936,0.040000000000000036
Caldiserica,Deferribacteres,0.09231869613839505,0
Caldithrix,Deferribacteres,0.07932560641085577,0
Chlamydiae,Deferribacteres,-0.02025292956982415,0.2
Chlorobi,Deferribacteres,-0.008900632028399311,0.6599999999999999
Chloroflexi,Deferribacteres,-0.22844840303081987,0
Cyanobacteria,Deferribacteres,0.08489821554658078,0
Crenarchaeota,Dictyoglomi,-0.13240631613918455,0
Euryarchaeota,Dictyoglomi,-0.17341010795163636,0
Parvarchaeota,Dictyoglomi,-0.016047715544772825,0.9
AC1,Dictyoglomi,0.10782666213469601,0
AD3,Dictyoglomi,0.10183554217580856,0
Acidobacteria,Dictyoglomi,-0.18131801926924462,0
Actinobacteria,Dictyoglomi,-0.1285553329005354,0
AncK6,Dictyoglomi,-0.07428741715201004,0
Aquificae,Dictyoglomi,0.09047961288873088,0
Armatimonadetes,Dictyoglomi,0.04989714049917947,0
BHI80-139,Dictyoglomi,0.07082487192098647,0
BRC1,Dictyoglomi,0.06045046545762954,0
Bacteroidetes,Dictyoglomi,-0.011394720280446555,0.6599999999999999
CD12,Dictyoglomi,0.04977272860840953,0.020000000000000018
Caldiserica,Dictyoglomi,0.07556855270603656,0
Caldithrix,Dictyoglomi,0.06573708014751695,0
Chlamydiae,Dictyoglomi,-0.021802153841689695,0.34
Chlorobi,Dictyoglomi,-0.01480591538903422,0.9199999999999999
Chloroflexi,Dictyoglomi,-0.20024678511981148,0
Cyanobacteria,Dictyoglomi,0.0837774161884717,0
Deferribacteres,Dictyoglomi,0.10170790803174816,0
Crenarchaeota,Elusimicrobia,-0.15336967535910992,0
Euryarchaeota,Elusimicrobia,-0.18813959415826859,0
Parvarchaeota,Elusimicrobia,0.007888863995283407,0.3999999999999999
AC1,Elusimicrobia,0.07868901612145023,0
AD3,Elusimicrobia,0.09489874381744373,0
Acidobacteria,Elusimicrobia,-0.17602653292158804,0
Actinobacteria,Elusimicrobia,-0.17265784686846408,0
AncK6,Elusimicrobia,-0.12455428892546372,0
Aquificae,Elusimicrobia,0.11665741368358333,0
Armatimonadetes,Elusimicrobia,0.048036447702990516,0
BHI80-139,Elusimicrobia,0.05454536627935602,0
BRC1,Elusimicrobia,0.0387075103545306,0
Bacteroidetes,Elusimicrobia,0.007420253717674897,0.8600000000000001
CD12,Elusimicrobia,0.0572833350041953,0
Caldiserica,Elusimicrobia,0.09560998304131411,0
Caldithrix,Elusimicrobia,0.05002920221957342,0
Chlamydiae,Elusimicrobia,-0.025863790641937286,0.2
Chlorobi,Elusimicrobia,0.008908408231026803,0.6599999999999999
Chloroflexi,Elusimicrobia,-0.22206796965724016,0
Cyanobacteria,Elusimicrobia,0.0884244994574378,0.040000000000000036
Deferribacteres,Elusimicrobia,0.09972801009468762,0
Dictyoglomi,Elusimicrobia,0.10552183941322538,0
Crenarchaeota,FBP,-0.15006799969840823,0
Euryarchaeota,FBP,-0.17317334005373414,0
Parvarchaeota,FBP,-0.001381034235738256,0.9
AC1,FBP,0.10848847214186944,0
AD3,FBP,0.06219564780413658,0
Acidobacteria,FBP,-0.17525122682237793,0
Actinobacteria,FBP,-0.13436805821766654,0
AncK6,FBP,-0.10769510655111128,0
Aquificae,FBP,0.08717814377721465,0
Armatimonadetes,FBP,0.07626358036759973,0
BHI80-139,FBP,0.07066779189281541,0
BRC1,FBP,0.05858755053837211,0.020000000000000018
Bacteroidetes,FBP,0.028275087748050914,0.48
CD12,FBP,0.04823628691786308,0.020000000000000018
Caldiserica,FBP,0.09088498534227794,0
Caldithrix,FBP,0.06780800197301909,0
Chlamydiae,FBP,-0.06314243123371356,0.12
Chlorobi,FBP,0.02731296193836515,0.86
Chloroflexi,FBP,-0.18650778324213405,0
Cyanobacteria,FBP,0.09967823709105655,0
Deferribacteres,FBP,0.10758196727713287,0
Dictyoglomi,FBP,0.10474513291990606,0
Elusimicrobia,FBP,0.08964756927957779,0
Crenarchaeota,FCPU426,-0.17963284799954793,0
Euryarchaeota,FCPU426,-0.15327642211384512,0
Parvarchaeota,FCPU426,0.009168911183062092,0.52
AC1,FCPU426,0.060711222890497796,0
AD3,FCPU426,0.09051063129030396,0
Acidobacteria,FCPU426,-0.19191531447113386,0
Actinobacteria,FCPU426,-0.09346605939185273,0
AncK6,FCPU426,-0.13222164919108959,0
Aquificae,FCPU426,0.08713898977216217,0
Armatimonadetes,FCPU426,0.06864119743641303,0
BHI80-139,FCPU426,0.08093487975470834,0
BRC1,FCPU426,0.03727992235707335,0
Bacteroidetes,FCPU426,0.040732657207968766,0.26
CD12,FCPU426,0.06692091543849682,0.08000000000000007
Caldiserica,FCPU426,0.11701264186576826,0
Caldithrix,FCPU426,0.05885072774525258,0
Chlamydiae,FCPU426,-0.03425298487861066,0.22
Chlorobi,FCPU426,0.010597148051372546,0.52
Chloroflexi,FCPU426,-0.21322051970651723,0
Cyanobacteria,FCPU426,0.12566047173493047,0
Deferribacteres,FCPU426,0.07357187253444539,0
Dictyoglomi,FCPU426,0.0940612394983001,0
Elusimicrobia,FCPU426,0.08469684058449584,0
FBP,FCPU426,0.09131491250661058,0
Crenarchaeota,Fibrobacteres,0.075185456539690207,0.08000000000000007
Euryarchaeota,Fibrobacteres,-0.0812357645822306,0.02
Parvarchaeota,Fibrobacteres,-0.05300852127877055,0.18
AC1,Fibrobacteres,0.02638434688817812,0.78
AD3,Fibrobacteres,0.04523578077096435,0.56
Acidobacteria,Fibrobacteres,0.07254276450584049,0
Actinobacteria,Fibrobacteres,-0.05711806452572021,0.02
AncK6,Fibrobacteres,0.0840965502733729,0
Aquificae,Fibrobacteres,-0.007678613641138997,0.9199999999999999
Armatimonadetes,Fibrobacteres,0.022316779243886288,0.3999999999999999
BHI80-139,Fibrobacteres,-0.022048402714328563,0.82
BRC1,Fibrobacteres,0.011561723463044338,0.6599999999999999
Bacteroidetes,Fibrobacteres,0.018043782040604663,0.5
CD12,Fibrobacteres,-0.030607929264333394,0.04
Caldiserica,Fibrobacteres,0.0025697996831823694,0.76
Caldithrix,Fibrobacteres,0.007279110514159583,0.6200000000000001
Chlamydiae,Fibrobacteres,-0.016358898666536954,0.38
Chlorobi,Fibrobacteres,0.007140786340943897,0.66
Chloroflexi,Fibrobacteres,-0.01905050336122591,0.52
Cyanobacteria,Fibrobacteres,-0.032041770159192316,0.34
Deferribacteres,Fibrobacteres,0.009892396079543517,0.92
Dictyoglomi,Fibrobacteres,-0.013867722184418417,0.96
Elusimicrobia,Fibrobacteres,-0.0046541522851858575,0.8600000000000001
FBP,Fibrobacteres,-0.0033389262940399424,0.98
FCPU426,Fibrobacteres,-0.029725383678111582,0.64
Crenarchaeota,Firmicutes,-0.2073824578251101,0.02
Euryarchaeota,Firmicutes,0.42450578186031873,0
Parvarchaeota,Firmicutes,-0.3566797649696206,0
AC1,Firmicutes,-0.053291658054065924,0.02
AD3,Firmicutes,0.0449660598201508,0.26
Acidobacteria,Firmicutes,-0.22531124111205914,0
Actinobacteria,Firmicutes,0.550940431668453,0
AncK6,Firmicutes,-0.28731897793941946,0
Aquificae,Firmicutes,-0.07662347332594549,0
Armatimonadetes,Firmicutes,-0.0764737383626232,0.1
BHI80-139,Firmicutes,0.0628626038456513,0.08000000000000007
BRC1,Firmicutes,-0.11026875719794697,0
Bacteroidetes,Firmicutes,0.5844499716651923,0
CD12,Firmicutes,-0.24451360779849174,0
Caldiserica,Firmicutes,-0.05446718824041928,0
Caldithrix,Firmicutes,-0.06740982782410741,0.02
Chlamydiae,Firmicutes,0.08542875733901698,0.08000000000000007
Chlorobi,Firmicutes,0.07056855816171315,0.040000000000000036
Chloroflexi,Firmicutes,0.09194325377641269,0.1399999999999999
Cyanobacteria,Firmicutes,0.6335927275611556,0
Deferribacteres,Firmicutes,-0.06985617623934058,0.02
Dictyoglomi,Firmicutes,-0.04761752143287627,0.02
Elusimicrobia,Firmicutes,-0.08534828028068306,0.04
FBP,Firmicutes,-0.026048073512420715,0.06
FCPU426,Firmicutes,-0.05114148126709139,0.24
Fibrobacteres,Firmicutes,0.043017331208399366,0.3400000000000001
Crenarchaeota,Fusobacteria,-0.15747937574818255,0
Euryarchaeota,Fusobacteria,-0.17609973340040752,0
Parvarchaeota,Fusobacteria,-0.02633614789725073,0.18
AC1,Fusobacteria,0.0825940323881371,0
AD3,Fusobacteria,0.07270295961811979,0
Acidobacteria,Fusobacteria,-0.14374927196812132,0
Actinobacteria,Fusobacteria,-0.08370532624921037,0
AncK6,Fusobacteria,-0.09556869857008443,0
Aquificae,Fusobacteria,0.0768537480133426,0
Armatimonadetes,Fusobacteria,0.038612058503989924,0
BHI80-139,Fusobacteria,0.06541514606239254,0
BRC1,Fusobacteria,0.04490358892213016,0.040000000000000036
Bacteroidetes,Fusobacteria,0.10737447764333216,0.040000000000000036
CD12,Fusobacteria,4.7170351718437055e-4,0.6000000000000001
Caldiserica,Fusobacteria,0.07309257979672297,0
Caldithrix,Fusobacteria,0.03263314872835797,0.24
Chlamydiae,Fusobacteria,-0.010950655903600143,0.68
Chlorobi,Fusobacteria,0.06325592720627038,0.020000000000000018
Chloroflexi,Fusobacteria,-0.17184116904996688,0
Cyanobacteria,Fusobacteria,0.12117077005917465,0
Deferribacteres,Fusobacteria,0.05330156331951053,0
Dictyoglomi,Fusobacteria,0.08740249752017426,0
Elusimicrobia,Fusobacteria,0.09705182790483806,0
FBP,Fusobacteria,0.06765472594967781,0
FCPU426,Fusobacteria,0.08804048928971572,0
Fibrobacteres,Fusobacteria,0.015051988692665726,0.3600000000000001
Firmicutes,Fusobacteria,0.03441685744093899,0.43999999999999995
Crenarchaeota,GAL15,-0.14005280565896944,0
Euryarchaeota,GAL15,-0.1338618669486874,0
Parvarchaeota,GAL15,-0.04645111018200254,0.18
AC1,GAL15,0.07311471785252338,0
AD3,GAL15,0.0826700138629457,0
Acidobacteria,GAL15,-0.12921721419090015,0
Actinobacteria,GAL15,-0.09911221817666205,0
AncK6,GAL15,-0.06483256039442198,0
Aquificae,GAL15,0.04964010983122091,0
Armatimonadetes,GAL15,0.11026511236908396,0
BHI80-139,GAL15,0.03969917882523021,0
BRC1,GAL15,0.05587252024641515,0
Bacteroidetes,GAL15,0.0741426922807288,0.56
CD12,GAL15,0.014581126482012027,0.1200000000000001
Caldiserica,GAL15,0.06647348077193119,0
Caldithrix,GAL15,0.028392017470359333,0.040000000000000036
Chlamydiae,GAL15,-0.014844396929182165,0.42
Chlorobi,GAL15,0.0071886712083373385,0.56
Chloroflexi,GAL15,-0.1738703708522895,0
Cyanobacteria,GAL15,0.11924581529650627,0.020000000000000018
Deferribacteres,GAL15,0.07997602030104986,0
Dictyoglomi,GAL15,0.06138612167595413,0
Elusimicrobia,GAL15,0.10001793618553137,0
FBP,GAL15,0.06995296417437658,0
FCPU426,GAL15,0.04590692257246021,0
Fibrobacteres,GAL15,-0.030430220907308687,0.76
Firmicutes,GAL15,0.003019208811682858,0.1
Fusobacteria,GAL15,0.06270636823638565,0
Crenarchaeota,GN02,0.07984863080073085,0.06000000000000005
Euryarchaeota,GN02,0.001446673307555658,0.62
Parvarchaeota,GN02,0.22374907990006557,0
AC1,GN02,-0.09410127046499403,0
AD3,GN02,-0.11803495460706605,0
Acidobacteria,GN02,0.2509451521845725,0
Actinobacteria,GN02,0.005458450205478712,0.98
AncK6,GN02,0.19412790053082812,0
Aquificae,GN02,-0.06809679040953628,0
Armatimonadetes,GN02,-0.07139247008065167,0
BHI80-139,GN02,-0.03265210755646819,0.64
BRC1,GN02,-0.01932822050999057,0.14
Bacteroidetes,GN02,-0.1177835009710872,0
CD12,GN02,0.11832992748256704,0.020000000000000018
Caldiserica,GN02,-0.09398874986512847,0
Caldithrix,GN02,-0.04137616072676495,0.18
Chlamydiae,GN02,0.061545558155476354,0
Chlorobi,GN02,0.040624934146106476,0.30000000000000004
Chloroflexi,GN02,0.18188144143209278,0
Cyanobacteria,GN02,-0.23640718217899165,0
Deferribacteres,GN02,-0.09907617105624371,0
Dictyoglomi,GN02,-0.10436516730070185,0
Elusimicrobia,GN02,-0.06076183196819275,0
FBP,GN02,-0.08024416212508056,0
FCPU426,GN02,-0.09520741778772739,0
Fibrobacteres,GN02,-0.051118540759080885,0.48
Firmicutes,GN02,-0.11746592564150904,0.02
Fusobacteria,GN02,-0.07937883115887112,0.02
GAL15,GN02,-0.06248330076717556,0
Crenarchaeota,GN04,-0.12163766946752368,0
Euryarchaeota,GN04,-0.16444039581291336,0
Parvarchaeota,GN04,0.012440870835131696,0.6399999999999999
AC1,GN04,0.07286183693038852,0
AD3,GN04,0.06263566303732852,0
Acidobacteria,GN04,-0.1328528233339481,0
Actinobacteria,GN04,-0.14085159168563421,0
AncK6,GN04,-0.059934834209538726,0
Aquificae,GN04,0.092554304822807,0
Armatimonadetes,GN04,0.08569590299583599,0
BHI80-139,GN04,0.028327338891415657,0.020000000000000018
BRC1,GN04,0.038898969428120225,0
Bacteroidetes,GN04,-0.014594751288669956,0.54
CD12,GN04,0.031475592621152744,0
Caldiserica,GN04,0.06993434727614357,0
Caldithrix,GN04,0.06704883470373957,0
Chlamydiae,GN04,-0.016431326116608393,0.26
Chlorobi,GN04,0.0065848730839698335,0.8400000000000001
Chloroflexi,GN04,-0.1760620561389783,0
Cyanobacteria,GN04,0.048282865097754396,0.15999999999999992
Deferribacteres,GN04,0.08281923636006006,0
Dictyoglomi,GN04,0.041130042395664125,0
Elusimicrobia,GN04,0.06393390681690773,0
FBP,GN04,0.0684236720261006,0
FCPU426,GN04,0.08771737283443799,0
Fibrobacteres,GN04,-0.021922243307969245,0.6799999999999999
Firmicutes,GN04,-0.08964550648294461,0
Fusobacteria,GN04,0.019116688690531944,0.040000000000000036
GAL15,GN04,0.06974834159346997,0
GN02,GN04,-0.038222116412528956,0.02
Crenarchaeota,GOUTA4,-0.16546423361381485,0
Euryarchaeota,GOUTA4,-0.13532176595729234,0
Parvarchaeota,GOUTA4,-0.01814728913235311,0.72
AC1,GOUTA4,0.10626307783615788,0
AD3,GOUTA4,0.07773791051065781,0
Acidobacteria,GOUTA4,-0.19364129334614216,0
Actinobacteria,GOUTA4,-0.133594601166812,0
AncK6,GOUTA4,-0.10133734867883773,0
Aquificae,GOUTA4,0.1009731561541775,0
Armatimonadetes,GOUTA4,0.08608247313835472,0
BHI80-139,GOUTA4,0.03400133110988195,0.020000000000000018
BRC1,GOUTA4,0.04271819768105539,0
Bacteroidetes,GOUTA4,0.043672830196728886,0.6799999999999999
CD12,GOUTA4,0.02072355917264468,0.040000000000000036
Caldiserica,GOUTA4,0.0771272066041993,0
Caldithrix,GOUTA4,0.0725804652599963,0
Chlamydiae,GOUTA4,-0.026050155148234402,0.26
Chlorobi,GOUTA4,0.016507441422390228,0.6799999999999999
Chloroflexi,GOUTA4,-0.22081807356891772,0
Cyanobacteria,GOUTA4,0.14212792284292822,0
Deferribacteres,GOUTA4,0.10593061128996908,0
Dictyoglomi,GOUTA4,0.09516963789223927,0
Elusimicrobia,GOUTA4,0.0966603938135728,0
FBP,GOUTA4,0.07210936306126699,0
FCPU426,GOUTA4,0.08392178467461486,0
Fibrobacteres,GOUTA4,-0.026124504917007546,0.8799999999999999
Firmicutes,GOUTA4,-0.040809017833004536,0.02
Fusobacteria,GOUTA4,0.05355516523500253,0
GAL15,GOUTA4,0.0675285937629454,0
GN02,GOUTA4,-0.10127576251434905,0
GN04,GOUTA4,0.06401763239059574,0
Crenarchaeota,Gemmatimonadetes,0.7584799574740166,0
Euryarchaeota,Gemmatimonadetes,0.3839649646471357,0
Parvarchaeota,Gemmatimonadetes,0.03616035899514715,0.24
AC1,Gemmatimonadetes,-0.18931835217928844,0
AD3,Gemmatimonadetes,-0.20324934276318207,0
Acidobacteria,Gemmatimonadetes,0.6509542484278394,0
Actinobacteria,Gemmatimonadetes,0.24210051034055535,0
AncK6,Gemmatimonadetes,0.4147692463017624,0
Aquificae,Gemmatimonadetes,-0.17948987068314198,0
Armatimonadetes,Gemmatimonadetes,-0.10347482611627679,0
BHI80-139,Gemmatimonadetes,-0.20318759317031004,0
BRC1,Gemmatimonadetes,-0.06423789319240773,0.08
Bacteroidetes,Gemmatimonadetes,-0.18461794417759375,0
CD12,Gemmatimonadetes,-0.1163029782790489,0
Caldiserica,Gemmatimonadetes,-0.1777377931426452,0
Caldithrix,Gemmatimonadetes,-0.1182865597586073,0
Chlamydiae,Gemmatimonadetes,0.05274397830727047,0.30000000000000004
Chlorobi,Gemmatimonadetes,-0.09509989521145983,0.02
Chloroflexi,Gemmatimonadetes,0.7309114295239053,0
