phy1,phy2,sparCC,p
Crenarchaeota,Caldithrix,-0.06323620073494204,0.002
Euryarchaeota,Caldithrix,-0.15241846323744396,0
Parvarchaeota,Caldithrix,0.05176611535360061,0.1519999999999999
AC1,Caldithrix,0.04842705512749082,0.0040000000000000036
AD3,Caldithrix,0.034080547793888194,0.04600000000000004
Acidobacteria,Caldithrix,-0.07867114603023853,0.012
Actinobacteria,Caldithrix,-0.14405359080565316,0
AncK6,Caldithrix,-0.027845729167628265,0.186
Aquificae,Caldithrix,0.06816807526910734,0.0040000000000000036
Armatimonadetes,Caldithrix,0.050286660382550794,0.008000000000000007
BHI80-139,Caldithrix,0.023853719412074696,0.256
BRC1,Caldithrix,0.025271886180764293,0.04600000000000004
Bacteroidetes,Caldithrix,-0.060153522481953284,0.288
CD12,Caldithrix,0.05791161030719574,0.0020000000000000018
Caldiserica,Caldithrix,0.056717736072756986,0
Crenarchaeota,Chlamydiae,-0.07070441575955039,0.21
Euryarchaeota,Chlamydiae,-0.004017520640836091,0.89
Parvarchaeota,Chlamydiae,-0.09421674453248974,0.032
AC1,Chlamydiae,-0.036045651751045404,0.108
AD3,Chlamydiae,-0.03004861399210315,0.082
Acidobacteria,Chlamydiae,-0.04815712241380633,0.322
Actinobacteria,Chlamydiae,0.12398796977971258,0.008000000000000007
AncK6,Chlamydiae,-0.08275736341953673,0.062
Aquificae,Chlamydiae,-0.024577297561386643,0.222
Armatimonadetes,Chlamydiae,-0.034035365738357484,0.134
BHI80-139,Chlamydiae,0.03633488823593065,0.32200000000000006
BRC1,Chlamydiae,-6.597724168550625e-4,0.556
Bacteroidetes,Chlamydiae,0.12504272035882036,0.03200000000000003
CD12,Chlamydiae,-0.09474379950351061,0.014
Caldiserica,Chlamydiae,-0.01596704251910005,0.162
Caldithrix,Chlamydiae,-0.007066082063744484,0.444
Crenarchaeota,Chlorobi,-0.11665336836144144,0.006
Euryarchaeota,Chlorobi,-0.060062301654597125,0.18
Parvarchaeota,Chlorobi,-0.03610954224380017,0.606
AC1,Chlorobi,0.017406225354969114,0.94
AD3,Chlorobi,0.04534570478773816,0.16399999999999992
Acidobacteria,Chlorobi,-0.09168129702355138,0.006
Actinobacteria,Chlorobi,0.020684910825104486,0.22199999999999998
AncK6,Chlorobi,-0.1008934896838527,0
Aquificae,Chlorobi,0.03820492408230429,0.9319999999999999
Armatimonadetes,Chlorobi,0.014833451649349304,0.938
BHI80-139,Chlorobi,0.039686087561027664,0.17599999999999993
BRC1,Chlorobi,0.0043166250388142705,0.406
Bacteroidetes,Chlorobi,0.11214405056595356,0.0020000000000000018
CD12,Chlorobi,0.017274354614238856,0.6539999999999999
Caldiserica,Chlorobi,-0.0021492231692968834,0.5940000000000001
Caldithrix,Chlorobi,0.025179588832463018,0.3540000000000001
Chlamydiae,Chlorobi,0.00901685842353848,0.544
Crenarchaeota,Chloroflexi,0.6565823304761848,0
Euryarchaeota,Chloroflexi,0.47892301315492203,0
Parvarchaeota,Chloroflexi,0.004883495629413348,0.8140000000000001
AC1,Chloroflexi,-0.2044249627861618,0
AD3,Chloroflexi,-0.22489494994505205,0
Acidobacteria,Chloroflexi,0.4469053829578449,0
Actinobacteria,Chloroflexi,0.49559060316414494,0
AncK6,Chloroflexi,0.26695644127331586,0
Aquificae,Chloroflexi,-0.1983028668842759,0
Armatimonadetes,Chloroflexi,-0.1487743962578948,0
BHI80-139,Chloroflexi,-0.13097784027041487,0
BRC1,Chloroflexi,-0.05608626598359212,0.01
Bacteroidetes,Chloroflexi,-0.12807598592373423,0.144
CD12,Chloroflexi,-0.1240494631986997,0
Caldiserica,Chloroflexi,-0.20363347091499406,0
Caldithrix,Chloroflexi,-0.14398593726847692,0
Chlamydiae,Chloroflexi,0.080396488202925,0.07600000000000007
Chlorobi,Chloroflexi,-0.10483196727254995,0.006
Crenarchaeota,Cyanobacteria,-0.4522747008328347,0
Euryarchaeota,Cyanobacteria,0.3371198554319208,0
Parvarchaeota,Cyanobacteria,-0.35053853892866066,0
AC1,Cyanobacteria,0.06960045857349706,0.008000000000000007
AD3,Cyanobacteria,0.20801160994587842,0
Acidobacteria,Cyanobacteria,-0.6276916785269658,0
Actinobacteria,Cyanobacteria,0.3899322771698728,0
AncK6,Cyanobacteria,-0.5127998074509919,0
Aquificae,Cyanobacteria,0.0945571906063152,0.008000000000000007
Armatimonadetes,Cyanobacteria,0.03381501282142439,0.10400000000000009
BHI80-139,Cyanobacteria,0.23030023913439818,0
BRC1,Cyanobacteria,-0.03270166409795406,0.202
Bacteroidetes,Cyanobacteria,0.7421321547018371,0
CD12,Cyanobacteria,-0.16735179031014952,0
Caldiserica,Cyanobacteria,0.08317527050017852,0.010000000000000009
Caldithrix,Cyanobacteria,-0.027345915093012575,0.798
Chlamydiae,Cyanobacteria,0.11254301681327117,0.03400000000000003
Chlorobi,Cyanobacteria,0.11435244505513718,0
Chloroflexi,Cyanobacteria,-0.2138770904542217,0.002
Crenarchaeota,Deferribacteres,-0.20773112430235618,0
Euryarchaeota,Deferribacteres,-0.16433801154409333,0
Parvarchaeota,Deferribacteres,-0.013577691103379256,0.674
AC1,Deferribacteres,0.10081955456708386,0
AD3,Deferribacteres,0.09542813460817406,0
Acidobacteria,Deferribacteres,-0.1958069323397939,0
Actinobacteria,Deferribacteres,-0.13791811731899073,0
AncK6,Deferribacteres,-0.14232440511177086,0
Aquificae,Deferribacteres,0.09254020633155044,0
Armatimonadetes,Deferribacteres,0.08743682250341517,0
BHI80-139,Deferribacteres,0.0768378099252662,0.0020000000000000018
BRC1,Deferribacteres,0.07694672077473846,0.03200000000000003
Bacteroidetes,Deferribacteres,0.0580374031299014,0.242
CD12,Deferribacteres,0.05876702456880446,0.028000000000000025
Caldiserica,Deferribacteres,0.12667065791809626,0
Caldithrix,Deferribacteres,0.08588716372400326,0.0020000000000000018
Chlamydiae,Deferribacteres,-0.048339275356632294,0.234
Chlorobi,Deferribacteres,-0.019529382102328838,0.6799999999999999
Chloroflexi,Deferribacteres,-0.25145716572252064,0
Cyanobacteria,Deferribacteres,0.11223000237634581,0
Crenarchaeota,Dictyoglomi,-0.14982240521056212,0
Euryarchaeota,Dictyoglomi,-0.1339673080229679,0
Parvarchaeota,Dictyoglomi,-0.010709847818203166,0.856
AC1,Dictyoglomi,0.11977881262547016,0
AD3,Dictyoglomi,0.11931286157512089,0
Acidobacteria,Dictyoglomi,-0.16500119448958223,0
Actinobacteria,Dictyoglomi,-0.1484407922292988,0
AncK6,Dictyoglomi,-0.11690322581765379,0
Aquificae,Dictyoglomi,0.07401197553016084,0
Armatimonadetes,Dictyoglomi,0.08142134787129118,0
BHI80-139,Dictyoglomi,0.07552425094547738,0
BRC1,Dictyoglomi,0.023864832528260008,0.020000000000000018
Bacteroidetes,Dictyoglomi,0.04172097398133216,0.6679999999999999
CD12,Dictyoglomi,0.042047520600197674,0.02400000000000002
Caldiserica,Dictyoglomi,0.10409117569349519,0
Caldithrix,Dictyoglomi,0.056545794504457056,0.008000000000000007
Chlamydiae,Dictyoglomi,-0.0316379067256303,0.18
Chlorobi,Dictyoglomi,-0.005596472775413743,0.966
Chloroflexi,Dictyoglomi,-0.21548635468241262,0
Cyanobacteria,Dictyoglomi,0.10917763751941872,0.006000000000000005
Deferribacteres,Dictyoglomi,0.11240229956799698,0
Crenarchaeota,Elusimicrobia,-0.1614805695906486,0
Euryarchaeota,Elusimicrobia,-0.16867536841877218,0
Parvarchaeota,Elusimicrobia,0.021850309211689574,0.4059999999999999
AC1,Elusimicrobia,0.08525736085754035,0
AD3,Elusimicrobia,0.0705275636602949,0
Acidobacteria,Elusimicrobia,-0.1751953548725415,0
Actinobacteria,Elusimicrobia,-0.15633083772853135,0
AncK6,Elusimicrobia,-0.10560854035045286,0
Aquificae,Elusimicrobia,0.0820521529958496,0
Armatimonadetes,Elusimicrobia,0.09347293366117218,0
BHI80-139,Elusimicrobia,0.04227361518667851,0
BRC1,Elusimicrobia,0.046761693814867646,0.038000000000000034
Bacteroidetes,Elusimicrobia,0.006192723245003844,0.778
CD12,Elusimicrobia,0.08019723683368968,0.0020000000000000018
Caldiserica,Elusimicrobia,0.05987458407283888,0
Caldithrix,Elusimicrobia,0.037473392066150565,0
Chlamydiae,Elusimicrobia,-0.06928615094750633,0.168
Chlorobi,Elusimicrobia,0.010986357009699379,0.692
Chloroflexi,Elusimicrobia,-0.18455215941129277,0
Cyanobacteria,Elusimicrobia,0.08697485702394092,0.018000000000000016
Deferribacteres,Elusimicrobia,0.10372822662369371,0
Dictyoglomi,Elusimicrobia,0.0798394371608995,0
Crenarchaeota,FBP,-0.11575764128657232,0
Euryarchaeota,FBP,-0.15453051950276403,0
Parvarchaeota,FBP,-0.007272220171141289,0.89
AC1,FBP,0.10526172914323789,0
AD3,FBP,0.07861676325437467,0
Acidobacteria,FBP,-0.14523020128444086,0
Actinobacteria,FBP,-0.13682902362787397,0
AncK6,FBP,-0.07460692844703884,0
Aquificae,FBP,0.08946441331696761,0
Armatimonadetes,FBP,0.07832383738314097,0
BHI80-139,FBP,0.06121381682045581,0
BRC1,FBP,0.0323913374408543,0.01200000000000001
Bacteroidetes,FBP,0.039144737377053054,0.554
CD12,FBP,0.06230950728456363,0.016000000000000014
Caldiserica,FBP,0.10115617391970189,0
Caldithrix,FBP,0.04247640420222185,0.0020000000000000018
Chlamydiae,FBP,-0.007140406775015002,0.122
Chlorobi,FBP,0.010555971650773183,0.962
Chloroflexi,FBP,-0.1729963618602388,0
Cyanobacteria,FBP,0.0773765862868473,0.008000000000000007
Deferribacteres,FBP,0.11498670833402244,0
Dictyoglomi,FBP,0.09262304576987304,0
Elusimicrobia,FBP,0.08949483698548223,0
Crenarchaeota,FCPU426,-0.16696179427325758,0
Euryarchaeota,FCPU426,-0.15647526714112442,0
Parvarchaeota,FCPU426,-0.015129200249777673,0.544
AC1,FCPU426,0.0986429343495954,0
AD3,FCPU426,0.09380600243171937,0
Acidobacteria,FCPU426,-0.201560691572699,0
Actinobacteria,FCPU426,-0.11688745812348733,0
AncK6,FCPU426,-0.10465623565641949,0
Aquificae,FCPU426,0.07707767676695901,0
Armatimonadetes,FCPU426,0.05847114442045031,0
BHI80-139,FCPU426,0.0699564771827351,0
BRC1,FCPU426,0.04496424606384227,0.04400000000000004
Bacteroidetes,FCPU426,0.04019619082294,0.22199999999999998
CD12,FCPU426,0.06006361049233702,0.03200000000000003
Caldiserica,FCPU426,0.10578292396719394,0
Caldithrix,FCPU426,0.07900318792291455,0.0020000000000000018
Chlamydiae,FCPU426,-0.04397777891215107,0.41
Chlorobi,FCPU426,-0.010901371293228171,0.528
Chloroflexi,FCPU426,-0.2058706284928314,0
Cyanobacteria,FCPU426,0.12467288067386717,0
Deferribacteres,FCPU426,0.13707426343389012,0
Dictyoglomi,FCPU426,0.1289587113247665,0
Elusimicrobia,FCPU426,0.10456740974757742,0
FBP,FCPU426,0.12032339452988629,0
Crenarchaeota,Fibrobacteres,0.06362147319896161,0.04800000000000004
Euryarchaeota,Fibrobacteres,-0.07664267348387509,0.016
Parvarchaeota,Fibrobacteres,-0.029687116708535695,0.146
AC1,Fibrobacteres,0.014824535161268141,0.6739999999999999
AD3,Fibrobacteres,0.036176119314949455,0.45399999999999996
Acidobacteria,Fibrobacteres,0.10252999803929344,0.016000000000000014
Actinobacteria,Fibrobacteres,-0.08548259764032809,0.052
AncK6,Fibrobacteres,0.08745131669166437,0.016000000000000014
Aquificae,Fibrobacteres,-0.013818369761996522,0.9159999999999999
Armatimonadetes,Fibrobacteres,0.01447849326470297,0.6719999999999999
BHI80-139,Fibrobacteres,0.0014195278098501208,0.792
BRC1,Fibrobacteres,-0.012195473918121895,0.6319999999999999
Bacteroidetes,Fibrobacteres,-0.004246604718498439,0.734
CD12,Fibrobacteres,-0.0373935076374822,0.078
Caldiserica,Fibrobacteres,0.011285363107810649,0.6799999999999999
Caldithrix,Fibrobacteres,0.005707769969067597,0.478
Chlamydiae,Fibrobacteres,-0.03260832443719804,0.368
Chlorobi,Fibrobacteres,2.715447556027998e-4,0.814
Chloroflexi,Fibrobacteres,-4.053192521622156e-4,0.584
Cyanobacteria,Fibrobacteres,-0.05634778310871284,0.372
Deferribacteres,Fibrobacteres,0.0113724926082749,0.848
Dictyoglomi,Fibrobacteres,0.009495907169564796,0.99
Elusimicrobia,Fibrobacteres,-0.02092763992820952,0.736
FBP,Fibrobacteres,-0.01465193121563721,0.986
FCPU426,Fibrobacteres,-0.006652367127642398,0.53
Crenarchaeota,Firmicutes,-0.20316871497012634,0
Euryarchaeota,Firmicutes,0.40887874306837985,0
Parvarchaeota,Firmicutes,-0.3473851908491724,0
AC1,Firmicutes,-0.09571646933529669,0.016
AD3,Firmicutes,0.06330715625708143,0.19199999999999995
Acidobacteria,Firmicutes,-0.2386735933771051,0
Actinobacteria,Firmicutes,0.553852908191203,0
AncK6,Firmicutes,-0.28431541742759925,0
Aquificae,Firmicutes,-0.06126961087301269,0.02
Armatimonadetes,Firmicutes,-0.09257704690396576,0.09
BHI80-139,Firmicutes,0.06731882319358856,0.09600000000000009
BRC1,Firmicutes,-0.08867327284155746,0
Bacteroidetes,Firmicutes,0.5769825100390089,0
CD12,Firmicutes,-0.2582295176693034,0
Caldiserica,Firmicutes,-0.06070321844367977,0.032
Caldithrix,Firmicutes,-0.08580943859795807,0.048
Chlamydiae,Firmicutes,0.1017011457978459,0.05400000000000005
Chlorobi,Firmicutes,0.09465662335250064,0.02200000000000002
Chloroflexi,Firmicutes,0.10600738794647416,0.1140000000000001
Cyanobacteria,Firmicutes,0.6367092764054114,0
Deferribacteres,Firmicutes,-0.061842715484902805,0.058
Dictyoglomi,Firmicutes,-0.061529000736726625,0.02
Elusimicrobia,Firmicutes,-0.05126378162788583,0.04
FBP,Firmicutes,-0.06649138020582784,0.024
FCPU426,Firmicutes,-0.06589924801508472,0.184
Fibrobacteres,Firmicutes,0.03053316930052931,0.3819999999999999
Crenarchaeota,Fusobacteria,-0.13097259269358225,0
Euryarchaeota,Fusobacteria,-0.20369617803233359,0
Parvarchaeota,Fusobacteria,0.0028837729310065255,0.202
AC1,Fusobacteria,0.07031153573304894,0
AD3,Fusobacteria,0.10048089161318405,0
Acidobacteria,Fusobacteria,-0.13036274528503838,0
Actinobacteria,Fusobacteria,-0.11311926001262229,0.002
AncK6,Fusobacteria,-0.08770682436377457,0
Aquificae,Fusobacteria,0.08452677407116696,0
Armatimonadetes,Fusobacteria,0.05945733099690369,0.008000000000000007
BHI80-139,Fusobacteria,0.03317670190956293,0.010000000000000009
BRC1,Fusobacteria,0.0643442790127099,0.04800000000000004
Bacteroidetes,Fusobacteria,0.09483912881326043,0.02400000000000002
CD12,Fusobacteria,0.01612660436378187,0.6160000000000001
Caldiserica,Fusobacteria,0.09412789417948575,0
Caldithrix,Fusobacteria,0.006113033814414886,0.30200000000000005
Chlamydiae,Fusobacteria,-0.016308757699442445,0.996
Chlorobi,Fusobacteria,0.045448682504497365,0.03600000000000003
Chloroflexi,Fusobacteria,-0.16807500750621834,0
Cyanobacteria,Fusobacteria,0.11018350363423256,0
Deferribacteres,Fusobacteria,0.05531225951787372,0
Dictyoglomi,Fusobacteria,0.05408980750683946,0
Elusimicrobia,Fusobacteria,0.10090681759163621,0
FBP,Fusobacteria,0.032251423728594394,0
FCPU426,Fusobacteria,0.03925947086849606,0
Fibrobacteres,Fusobacteria,0.01098274474168433,0.554
Firmicutes,Fusobacteria,0.012914225994224801,0.44599999999999995
Crenarchaeota,GAL15,-0.1403437719285024,0
Euryarchaeota,GAL15,-0.13832486970179853,0
Parvarchaeota,GAL15,-0.044089771810321796,0.216
AC1,GAL15,0.07533882078400948,0
AD3,GAL15,0.08353725390200054,0.0020000000000000018
Acidobacteria,GAL15,-0.16702184194312997,0
Actinobacteria,GAL15,-0.11223154420621348,0
AncK6,GAL15,-0.05604975008203228,0.008
Aquificae,GAL15,0.05303148022987407,0
Armatimonadetes,GAL15,0.0677710769548564,0
BHI80-139,GAL15,0.05449616899898281,0.0020000000000000018
BRC1,GAL15,0.003014121197347363,0.040000000000000036
Bacteroidetes,GAL15,0.0469965763909974,0.552
CD12,GAL15,-0.00733440176428945,0.17999999999999994
Caldiserica,GAL15,0.06499547820744181,0
Caldithrix,GAL15,0.05472163895948946,0.030000000000000027
Chlamydiae,GAL15,-0.027117472775949114,0.384
Chlorobi,GAL15,-0.027410917615669522,0.9019999999999999
Chloroflexi,GAL15,-0.16543644539821534,0
Cyanobacteria,GAL15,0.0944186517172568,0.02200000000000002
Deferribacteres,GAL15,0.0925265020453383,0
Dictyoglomi,GAL15,0.08498995832588568,0
Elusimicrobia,GAL15,0.10863916132126791,0
FBP,GAL15,0.05010092589218855,0
FCPU426,GAL15,0.06201186357227492,0
Fibrobacteres,GAL15,0.026709670180862358,0.714
Firmicutes,GAL15,0.007824970039068267,0.124
Fusobacteria,GAL15,0.0627926363805314,0
Crenarchaeota,GN02,0.1049496937551581,0.05800000000000005
Euryarchaeota,GN02,0.006091507286256804,0.686
Parvarchaeota,GN02,0.23809893419580014,0
AC1,GN02,-0.09214221091670466,0.002
AD3,GN02,-0.10561965435745947,0
Acidobacteria,GN02,0.25618564227961815,0
Actinobacteria,GN02,0.0063124810798995306,0.8660000000000001
AncK6,GN02,0.19431277344639541,0
Aquificae,GN02,-0.06900630370417273,0
Armatimonadetes,GN02,-0.05522877015954402,0
BHI80-139,GN02,-0.01749746556904547,0.798
BRC1,GN02,-0.02435447845805079,0.154
Bacteroidetes,GN02,-0.12808739275933995,0
CD12,GN02,0.10583910905160926,0.0020000000000000018
Caldiserica,GN02,-0.09124233405387852,0.002
Caldithrix,GN02,0.005215161359758209,0.292
Chlamydiae,GN02,0.06186976332815208,0.05600000000000005
Chlorobi,GN02,0.020409042370131025,0.45199999999999996
Chloroflexi,GN02,0.19827735766712234,0
Cyanobacteria,GN02,-0.24131470220263304,0
Deferribacteres,GN02,-0.10478873271386234,0
Dictyoglomi,GN02,-0.0997410025642274,0
Elusimicrobia,GN02,-0.07063047655116873,0.026
FBP,GN02,-0.0798588297337696,0
FCPU426,GN02,-0.08616778565620933,0.002
Fibrobacteres,GN02,-0.030765482793898458,0.342
Firmicutes,GN02,-0.13470048341852503,0.008
Fusobacteria,GN02,-0.06942904690390474,0.004
GAL15,GN02,-0.10512015155850839,0.006
Crenarchaeota,GN04,-0.11459244406947713,0
Euryarchaeota,GN04,-0.20648109005073403,0
Parvarchaeota,GN04,0.02172790744901032,0.6759999999999999
AC1,GN04,0.09931968897025978,0
AD3,GN04,0.07991865372283036,0.0020000000000000018
Acidobacteria,GN04,-0.1142873740227378,0
Actinobacteria,GN04,-0.16378025792221101,0
AncK6,GN04,-0.051281996315000605,0.022
Aquificae,GN04,0.10258668078600827,0
Armatimonadetes,GN04,0.08172870505504774,0
BHI80-139,GN04,0.04069280671499811,0.016000000000000014
BRC1,GN04,0.036558814865106086,0.010000000000000009
Bacteroidetes,GN04,-0.02647895334058874,0.56
CD12,GN04,0.06167884950929346,0.006000000000000005
Caldiserica,GN04,0.07159502328802174,0
Caldithrix,GN04,0.07747562955291162,0.0020000000000000018
Chlamydiae,GN04,-0.03896630356622005,0.172
Chlorobi,GN04,-0.012733485455801816,0.704
Chloroflexi,GN04,-0.18524963766856833,0
Cyanobacteria,GN04,0.03358530919830433,0.19399999999999995
Deferribacteres,GN04,0.08294439027394336,0
Dictyoglomi,GN04,0.09526609000881858,0
Elusimicrobia,GN04,0.07865136583960286,0
FBP,GN04,0.05684015338027093,0
FCPU426,GN04,0.10738173386027161,0.0020000000000000018
Fibrobacteres,GN04,-0.010392093640618832,0.6259999999999999
Firmicutes,GN04,-0.08554427297036847,0.006
Fusobacteria,GN04,0.06513028531724492,0.026000000000000023
GAL15,GN04,0.05420795448958231,0
GN02,GN04,-0.04891998794241957,0.008
Crenarchaeota,GOUTA4,-0.14438929126206393,0
Euryarchaeota,GOUTA4,-0.19375855713327494,0
Parvarchaeota,GOUTA4,-0.00642234903788737,0.672
AC1,GOUTA4,0.09789863255126377,0
AD3,GOUTA4,0.08653069362080887,0
Acidobacteria,GOUTA4,-0.16840137343198167,0
Actinobacteria,GOUTA4,-0.16559988763451367,0
AncK6,GOUTA4,-0.0614081546712517,0
Aquificae,GOUTA4,0.12292288003671253,0
Armatimonadetes,GOUTA4,0.10036303445532467,0
BHI80-139,GOUTA4,0.06424300996246207,0
BRC1,GOUTA4,0.016806266975665625,0.03400000000000003
Bacteroidetes,GOUTA4,0.012762636915927298,0.6040000000000001
CD12,GOUTA4,0.0492999645275106,0.02400000000000002
Caldiserica,GOUTA4,0.08457633277506926,0
Caldithrix,GOUTA4,0.059794237450420895,0.0040000000000000036
Chlamydiae,GOUTA4,0.0030488923572293434,0.212
Chlorobi,GOUTA4,0.00969518448413545,0.6739999999999999
Chloroflexi,GOUTA4,-0.19116912751847542,0
Cyanobacteria,GOUTA4,0.09474068712678972,0
Deferribacteres,GOUTA4,0.1215492203053089,0
Dictyoglomi,GOUTA4,0.07165654022694788,0
Elusimicrobia,GOUTA4,0.08147767774317903,0
FBP,GOUTA4,0.07005848107273376,0
FCPU426,GOUTA4,0.13012908013639862,0
Fibrobacteres,GOUTA4,-0.009925975795364339,0.99
Firmicutes,GOUTA4,-0.09606139934822278,0.07
Fusobacteria,GOUTA4,0.057966648711876914,0.0020000000000000018
GAL15,GOUTA4,0.07182011348932799,0
GN02,GOUTA4,-0.0856386080105744,0
GN04,GOUTA4,0.11563802887213484,0
Crenarchaeota,Gemmatimonadetes,0.7644579496471877,0
Euryarchaeota,Gemmatimonadetes,0.36937205452379407,0
Parvarchaeota,Gemmatimonadetes,0.04906562921235898,0.22999999999999998
AC1,Gemmatimonadetes,-0.1814030193683691,0
AD3,Gemmatimonadetes,-0.2122118907618379,0
Acidobacteria,Gemmatimonadetes,0.6435561697953088,0
Actinobacteria,Gemmatimonadetes,0.23803446026278824,0
AncK6,Gemmatimonadetes,0.41667227405444685,0
